contract_id,contract_template,contract_date,client_name,P2_incident_or_lower_respond_time,P1_incident_respond_time,Payment_terms,SLA_Terms,Penalty_clause_SLA_breach, contract_value ,start_date,end_date,contract_status,contract_customer,contract_business_owner
495,CT004,24/01/2022,"Raynor, Mitchell and Medhurst",provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 185,399.74 ",07/06/2022,06/03/2025,Pending,Federico Hubber,Buck Garrick
496,CT008,17/01/2022,Kirlin LLC,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 579,680.82 ",22/12/2023,18/06/2026,Inactive,Sonia Casine,Michaela Broszkiewicz
497,CT001,26/01/2026,"Jakubowski, Monahan and Flatley",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 426,568.84 ",08/09/2020,01/10/2025,Pending,Andra Hulk,Gerti Dovermann
498,CT001,21/01/2026,Balistreri-Satterfield,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 901,254.06 ",17/03/2024,07/08/2026,Active,Sidonia Hobbert,Michaela Broszkiewicz
499,CT002,29/07/2022,Hand Inc,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 671,933.66 ",30/06/2024,17/06/2026,Pending,Linnie Gorgler,Winfred Dukesbury
500,CT005,17/09/2024,MacGyver Inc,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 341,919.89 ",07/06/2022,22/01/2026,Inactive,Mireielle Diggens,Sky Riddington
501,CT005,09/01/2023,Glover-Kozey,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 163,493.16 ",14/12/2021,16/12/2025,Active,Cristobal Bedbrough,Royall Badder
502,CT003,12/12/2023,Dicki LLC,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 433,334.88 ",25/02/2023,08/05/2025,Pending,Carter D'eath,Roxie Moylane
503,CT001,06/04/2024,"Shields, Strosin and Green",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 164,712.43 ",25/03/2021,15/08/2025,Active,Mabel Kedwell,Roxie Moylane
504,CT006,21/05/2026,Beahan Group,provide IT support within 4 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 931,949.47 ",07/03/2023,28/09/2025,Pending,Berne Taffe,Nadean Fairbeard
505,CT003,02/05/2021,"Kuhn, Franecki and Hilpert",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 459,026.85 ",07/01/2022,30/09/2027,Pending,Ezequiel Adams,Tallie Bodd
506,CT002,02/07/2026,"Cassin, Tromp and Gleichner",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 55,632.97 ",08/01/2021,08/10/2027,Pending,Babara Isoldi,Michaela Broszkiewicz
507,CT002,21/03/2023,Hoeger-Schamberger,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 228,777.31 ",30/04/2024,01/07/2026,Active,Rancell Scrivinor,Dougie Colebourn
508,CT006,21/06/2025,Russel and Sons,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 104,026.80 ",30/01/2024,28/02/2025,Pending,Mersey Micka,Dasi Lockyear
509,CT003,25/11/2023,Nicolas Group,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 380,677.07 ",22/01/2022,27/12/2025,Pending,Rennie Bilton,Reid Laval
510,CT005,11/07/2021,"Torphy, Dach and Reinger",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 546,879.38 ",09/07/2023,14/02/2027,Inactive,Scot Plaister,Reid Laval
511,CT008,01/10/2022,"Grady, Lebsack and Hilll",provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 864,892.28 ",16/03/2022,30/09/2025,Pending,Giffard Patten,Buck Garrick
512,CT004,16/09/2025,"Gleason, Greenholt and Miller",provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 136,673.87 ",12/03/2023,06/02/2027,Active,Emmery Robilart,Nadean Fairbeard
513,CT001,18/10/2023,Kutch-Schaefer,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 909,254.40 ",27/06/2022,14/05/2026,Active,Elli Oloshkin,Gerti Dovermann
514,CT005,29/01/2020,Howe LLC,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 215,652.29 ",26/04/2022,22/03/2027,Inactive,Thomas Cridlon,Gaspar Proud
515,CT001,23/04/2020,"Farrell, Bosco and Bernier",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 141,042.40 ",09/03/2022,14/04/2025,Pending,Portie Boggis,Reid Laval
516,CT001,27/02/2024,Gorczany-Murray,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 470,561.87 ",02/02/2022,28/10/2027,Active,Lita Lortz,Royall Badder
517,CT005,29/09/2022,"Nader, Collins and Stokes",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 835,322.65 ",31/01/2020,07/04/2026,Active,Orville Toye,Winfred Dukesbury
518,CT005,31/12/2022,Smitham Group,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 343,671.44 ",05/10/2022,21/07/2025,Pending,Chadd Wakeford,Nadean Fairbeard
519,CT001,21/01/2021,Cronin and Sons,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 824,754.17 ",07/07/2020,14/03/2026,Active,Blithe Scouse,Gaspar Proud
520,CT001,14/05/2024,Hilpert-Blick,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 958,305.76 ",24/08/2020,08/01/2027,Inactive,Leonanie Grzelczak,Dougie Colebourn
521,CT001,14/05/2025,"Olson, Ortiz and Gutkowski",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 794,442.40 ",26/09/2024,17/06/2027,Pending,Paulie Doble,Buck Garrick
522,CT002,17/04/2026,"Mueller, Bergstrom and Heathcote",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 757,207.79 ",20/12/2020,06/01/2026,Active,Ag Cox,Quinlan Hartzenberg
523,CT001,03/05/2023,"Maggio, Oberbrunner and Prosacco",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 855,494.76 ",15/09/2023,02/06/2026,Inactive,Hedwig Harriman,Gaspar Proud
524,CT001,21/04/2020,Goodwin LLC,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 98,569.16 ",05/02/2022,25/09/2026,Inactive,Ingmar Wohlers,Baudoin Drescher
525,CT003,14/08/2024,Pfannerstill LLC,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 833,718.11 ",27/02/2020,08/06/2025,Inactive,Esmeralda Gravy,Tallie Bodd
526,CT007,09/10/2020,Block LLC,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 516,676.24 ",18/04/2023,22/02/2026,Inactive,Adrian McCroft,Orel Maunton
527,CT004,21/02/2023,"Walter, Kreiger and Labadie",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 401,014.91 ",26/01/2020,07/06/2026,Active,Norton Leal,Orel Maunton
528,CT001,30/04/2026,Turcotte and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 330,454.63 ",22/09/2023,20/11/2027,Pending,Letta Guilleton,Dougie Colebourn
529,CT005,26/11/2024,Cole-Becker,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 423,175.11 ",09/11/2021,09/06/2026,Inactive,Lanny Sevier,Orel Maunton
530,CT007,29/05/2020,McClure-Wehner,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 754,202.45 ",04/07/2024,03/11/2025,Active,Husain Godier,Sebastien Szubert
531,CT005,25/05/2026,Satterfield-Hoeger,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 912,293.30 ",05/06/2023,15/02/2027,Active,Ninnette Bremner,Orel Maunton
532,CT001,07/08/2023,"Langosh, Daniel and Effertz",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 656,056.10 ",02/02/2024,03/09/2025,Pending,Kristi Szymanski,Tallie Bodd
533,CT002,09/11/2026,Leuschke and Sons,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 221,798.61 ",19/12/2021,27/04/2025,Pending,Martin Dayton,Orel Maunton
534,CT004,08/01/2023,Bartell-Osinski,provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 233,893.11 ",23/02/2024,27/05/2027,Pending,Oliviero Dodswell,Royall Badder
535,CT001,18/03/2026,Jerde-Padberg,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 871,078.19 ",28/03/2022,11/01/2027,Pending,Charil Ferreiro,Baudoin Drescher
536,CT004,08/03/2021,Von-Hills,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 353,861.77 ",16/07/2023,21/04/2026,Active,Michael Fallow,Orel Maunton
537,CT007,12/04/2022,Blick Inc,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 620,139.79 ",26/01/2024,13/06/2027,Inactive,Winni Tarrier,Orel Maunton
538,CT005,22/09/2023,"Casper, Runolfsson and Thiel",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 978,158.41 ",18/08/2022,25/02/2027,Active,Kamilah Jotcham,Hestia Commin
539,CT005,01/12/2025,Lemke LLC,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 799,267.99 ",12/07/2024,13/04/2026,Pending,Carissa Kindread,Timothee Probbin
540,CT002,30/08/2020,Dibbert Inc,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 471,310.22 ",03/06/2020,22/05/2027,Pending,Danyette Feldberger,Buck Garrick
541,CT005,13/04/2020,Predovic-Leannon,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 773,478.69 ",21/03/2021,03/03/2027,Active,Laurel Mulvin,Tallie Bodd
542,CT005,27/02/2023,Stroman-Strosin,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 196,125.57 ",03/12/2020,12/12/2025,Active,Erhard Magrannell,Dasi Lockyear
543,CT007,10/08/2020,Schowalter-Howell,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 471,782.26 ",06/12/2021,07/02/2027,Active,Tarrah Lunck,Sebastien Szubert
544,CT008,23/12/2020,"Hickle, Herman and Wehner",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 699,451.28 ",01/05/2022,27/08/2026,Inactive,Dacie O'Gorman,Reid Laval
545,CT005,25/11/2026,Becker Group,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 791,939.54 ",12/07/2020,21/12/2026,Pending,Sergeant Giddins,Tallie Bodd
546,CT002,23/12/2021,McDermott-Frami,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 799,156.66 ",28/10/2021,18/05/2027,Active,Cary Alesbrook,Quinlan Hartzenberg
547,CT002,13/01/2025,"Frami, Parisian and Stamm",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 989,948.11 ",25/10/2023,17/09/2025,Pending,Kaylil Raybould,Sebastien Szubert
548,CT001,29/08/2026,Hessel and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 432,051.30 ",01/10/2023,19/07/2025,Active,Felicity de Clercq,Royall Badder
549,CT007,03/07/2022,Turner and Sons,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 386,387.53 ",11/07/2022,03/02/2027,Pending,Gilbertina Dempster,Reid Laval
550,CT007,17/05/2023,Rodriguez-Klein,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 524,854.64 ",03/08/2022,31/03/2025,Active,Gunar Pendry,Pall Duester
551,CT008,18/07/2020,"MacGyver, O'Kon and Heaney",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 193,797.41 ",16/02/2022,06/05/2027,Pending,Osbourn Caisley,Sky Riddington
552,CT005,15/07/2020,Ratke and Sons,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 865,717.51 ",09/10/2020,06/09/2026,Inactive,Michel Wolstenholme,Sky Riddington
553,CT003,18/03/2021,Schowalter-Schowalter,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 693,676.77 ",04/05/2021,05/02/2026,Pending,Sher Kienle,Sky Riddington
554,CT005,03/08/2026,"Buckridge, Stark and Bartoletti",provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 153,252.09 ",02/01/2021,17/12/2026,Inactive,Sonja Penwright,Winfred Dukesbury
555,CT001,28/01/2020,Bauch-Bode,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 263,565.47 ",12/10/2021,14/06/2027,Active,Adrea Kaysor,Timothee Probbin
556,CT001,20/05/2020,Botsford LLC,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 703,606.58 ",16/02/2023,07/04/2025,Active,Martyn McGray,Winfred Dukesbury
557,CT005,03/01/2022,Aufderhar-Larkin,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 209,909.59 ",09/03/2021,01/09/2027,Active,Deonne Kerrane,Royall Badder
558,CT001,08/11/2021,Thiel-Barton,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 712,978.71 ",07/06/2024,19/09/2026,Inactive,Nichole Wathan,Pall Duester
559,CT002,05/03/2020,"Runolfsson, Halvorson and Rolfson",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 550,892.90 ",28/03/2020,10/09/2025,Active,Olin Belford,Pall Duester
560,CT001,22/08/2025,"Carter, Crist and O'Reilly",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 820,678.65 ",18/02/2022,01/10/2026,Pending,Iggie Rollins,Alana Shelf
561,CT001,08/04/2020,"Grimes, Goodwin and Willms",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 957,860.46 ",01/05/2022,21/07/2026,Active,Carol Scarth,Reid Laval
562,CT007,28/03/2025,Langosh-Rosenbaum,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 256,826.28 ",26/04/2021,02/04/2025,Pending,Editha Pickton,Timothee Probbin
563,CT008,19/04/2023,"Zboncak, Kunze and Tillman",provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 956,298.72 ",23/03/2024,27/03/2027,Pending,Jessalin Benito,Alana Shelf
564,CT002,18/12/2025,Leuschke LLC,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 572,687.45 ",06/05/2024,05/11/2027,Pending,Rennie Chisnall,Sebastien Szubert
565,CT005,08/02/2023,"Haag, McGlynn and Hane",provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 60,643.94 ",23/06/2023,04/01/2027,Inactive,Larina McCunn,Winfred Dukesbury
566,CT008,22/06/2023,Schuster-Volkman,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 136,042.18 ",27/07/2024,17/07/2026,Inactive,Hyacintha Abbado,Timothee Probbin
567,CT008,05/06/2021,"Schaden, Breitenberg and Zemlak",provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 819,755.04 ",09/10/2021,02/02/2026,Pending,Linda Sangwin,Hestia Commin
568,CT006,14/12/2021,Bayer-Jacobi,provide IT support within 4 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 971,184.79 ",23/01/2022,27/04/2027,Pending,Charmion Toop,Winfred Dukesbury
569,CT008,11/09/2023,Marks Inc,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 669,145.95 ",27/04/2023,05/08/2027,Pending,Duffy Golbourn,Dasi Lockyear
570,CT006,21/06/2025,"Lindgren, Jacobson and Emard",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 191,016.56 ",04/05/2024,29/05/2027,Pending,Nico Makey,Royall Badder
571,CT003,09/12/2024,Quigley and Sons,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 933,046.24 ",22/04/2022,23/02/2027,Inactive,Gene MacEveley,Alana Shelf
572,CT004,01/01/2023,"Nader, Swaniawski and Heathcote",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 301,246.76 ",19/12/2022,25/04/2025,Active,Humberto Toye,Nadean Fairbeard
573,CT003,26/09/2020,Armstrong-Hammes,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 255,028.25 ",04/09/2022,24/11/2025,Active,Helli Menaul,Winfred Dukesbury
574,CT004,30/12/2020,Jakubowski and Sons,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 352,976.99 ",22/06/2022,04/01/2025,Active,Ruthanne Elgie,Quinlan Hartzenberg
575,CT001,19/10/2022,Torphy-Collins,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 387,333.86 ",05/06/2024,13/06/2025,Active,Elli Belderfield,Timothee Probbin
576,CT008,31/08/2020,Block Group,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 51,182.58 ",15/07/2020,24/05/2026,Active,Prudy Imesson,Pall Duester
577,CT002,17/09/2023,"Stanton, Zboncak and Mosciski",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 194,900.26 ",27/12/2020,29/04/2025,Pending,Gilly Iozefovich,Royall Badder
578,CT004,17/11/2025,Crona Inc,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 882,280.31 ",26/06/2021,11/02/2026,Inactive,Archaimbaud Corselles,Dougie Colebourn
579,CT007,11/11/2026,Schumm Inc,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 973,318.43 ",27/12/2021,21/08/2026,Inactive,Darnall Stollenbecker,Sebastien Szubert
580,CT005,05/06/2025,Rempel-Berge,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 682,070.54 ",10/04/2023,26/10/2026,Inactive,Kiri Erik,Reid Laval
581,CT004,04/08/2021,"Heidenreich, Wintheiser and Terry",provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 127,233.93 ",16/01/2023,18/09/2027,Active,Clive Petrelluzzi,Dougie Colebourn
582,CT001,19/02/2026,Dooley Inc,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 254,145.40 ",17/01/2020,22/03/2027,Inactive,Petronille Getley,Alana Shelf
583,CT002,29/09/2020,Kub and Sons,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 733,408.49 ",20/07/2022,10/09/2026,Active,Geneva Eliot,Roxie Moylane
584,CT004,23/04/2020,McGlynn LLC,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 319,442.75 ",27/01/2022,22/01/2027,Active,Ralph Brackenbury,Gerti Dovermann
585,CT007,09/07/2020,Gorczany-Morar,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 796,382.35 ",31/07/2020,30/10/2027,Active,Demetre Birkinshaw,Orel Maunton
586,CT002,22/03/2025,"Langworth, Hauck and Lindgren",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 323,773.65 ",10/11/2021,19/04/2026,Inactive,Bradan Vogele,Nadean Fairbeard
587,CT002,16/06/2020,Langosh and Sons,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 410,623.46 ",13/07/2021,12/07/2027,Inactive,Cammie Skrzynski,Michaela Broszkiewicz
588,CT007,30/08/2026,Cole Group,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 455,810.13 ",30/01/2023,21/07/2026,Inactive,Lelah Hulance,Gaspar Proud
589,CT006,13/07/2023,"Oberbrunner, Schinner and Heathcote",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 72,586.22 ",14/09/2020,24/10/2026,Active,Horten Postlewhite,Royall Badder
590,CT002,29/07/2020,Koepp-Windler,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 89,816.93 ",18/12/2024,17/06/2027,Pending,Park Reinbeck,Roxie Moylane
